Cluster,Access to water,Access to electricity,Acess to cellphone,Education completed,Wealth Index Factor Score,hiv blood test result,latitude,longitude
70645,975,63.0,59.0,118.0,-0.53731,0,20.10722545,81.05382904
70647,60,3.0,3.0,0.0,-1.3484,1,22.22000181,81.40300858
70648,1265,68.0,66.0,89.0,-1.06402,0,19.03179054,81.61861395
70649,1415,76.0,62.0,72.0,-0.90821,0,22.31063011,82.69788068
70652,2150,91.0,53.0,54.0,-1.37704,0,23.31456128,83.11436342
70653,875,68.0,66.0,142.0,-0.44172,0,21.76274978,82.89878839
70655,15,3.0,3.0,9.0,0.94437,0,21.24201289,81.64590719
70663,625,66.0,61.0,58.0,-0.38552,0,22.4048697,82.4818167
70669,985,69.0,58.0,105.0,-0.69515,0,22.22286159,82.71813518
70671,1075,63.0,17.0,104.0,-1.30373,0,19.95100003,81.78303050000001
70677,2225,0.0,16.0,19.0,-1.71056,0,18.91028152,81.42860608
70684,565,38.0,26.0,42.0,-0.67335,0,21.24513846,82.79345004
70689,1425,66.0,56.0,118.0,-1.16137,2,23.36085333,82.69286342
70691,655,57.0,55.0,128.0,-0.24076999999999998,0,21.76438621,82.88623227
70697,2085,74.0,64.0,166.0,-1.46655,0,18.8192513,81.69035143
70700,270,8.0,4.0,0.0,-0.617565,1,23.21939689,82.19668584
70702,1420,79.0,70.0,72.0,-0.99252,0,18.33267294,80.84054812
70707,1025,85.0,85.0,153.0,-0.66715,0,21.11706502,80.76501329999999
70708,1190,70.0,61.0,72.0,-1.09048,0,22.05615108,81.46066365
70710,1760,87.0,78.0,117.0,-0.98549,0,22.1805883,81.88624111
70712,290,31.0,31.0,25.0,0.95889,0,23.20872282,82.19451542
70714,980,79.0,72.0,130.0,-0.79647,0,22.03361063,81.94287256
70715,1075,66.0,55.0,78.0,-1.11857,0,22.43984255,83.59207151
70717,2215,87.0,73.0,116.0,0.49381,0,21.25826745,81.63440583
70721,1700,90.0,49.0,194.0,-1.33937,0,20.25323003,80.97713543
70725,445,39.0,32.0,25.0,0.29717,0,21.24220055,81.61393929
70728,860,85.0,58.0,91.0,-0.63399,0,20.62048612,81.83849807
70743,1075,89.0,68.0,106.0,-1.18442,0,22.84557282,83.99297538
70746,1840,91.0,74.0,115.0,-1.04374,0,23.21403903,82.57654322
70753,720,68.0,65.0,67.0,-0.24148,0,21.35579106,81.77574656
70757,140,14.0,14.0,9.0,-0.13388,0,23.48607153,83.21888863
70758,860,54.0,53.0,106.0,-0.53587,0,20.77433905,81.67929877
70760,330,23.0,18.0,47.0,-1.13013,0,21.86407088,82.9512365
70763,545,76.0,59.0,149.0,-0.86342,0,21.70253908,83.43701982
70765,415,33.0,23.0,30.0,-1.21142,1,23.77743372,82.10109188
70768,1280,77.0,70.0,138.0,-1.28814,0,22.37588441,82.47843635
70771,695,51.0,53.0,85.0,-0.63493,0,21.41635125,82.7524027
70775,300,23.0,23.0,28.0,0.46836,0,22.32937955,82.63905618
70778,625,58.0,54.0,100.0,-0.60821,0,21.84658562,82.22907388
70793,1170,82.0,57.0,109.0,-1.26752,0,22.91183959,83.7982273
70803,805,56.0,54.0,78.0,-0.33892,0,20.40771252,81.44466711
70804,1560,62.0,42.0,87.0,-1.17288,0,18.76725981,81.02237142
70806,420,23.0,23.0,19.0,-0.42703,0,22.49418565,82.55950212
70810,1810,74.0,49.0,82.0,-0.59731,0,22.20883437,81.44683065
70814,1300,68.0,58.0,140.0,-0.95588,1,23.25374469,82.57994079
70816,1605,104.0,44.0,102.0,-1.6199,0,18.49356608,81.52009725
70817,155,14.0,10.0,37.0,0.44587,0,22.36958942,82.73119951
70819,1107,84.0,73.0,111.0,-0.97925,0,18.90083284,80.77701322
70821,830,53.0,37.0,75.0,-1.00777,0,22.09202286,81.30691829999999
70834,3890,6.0,53.0,60.0,-1.62072,0,23.02097118,83.60386631
70836,1555,72.0,59.0,49.0,-0.87969,0,21.76539894,81.17136459999999
70844,1305,88.0,72.0,144.0,-1.14203,0,22.24103423,81.45170294
70846,1410,79.0,61.0,29.0,-0.99252,0,18.59701065,81.06778368
70848,295,28.0,26.0,72.0,1.327335,0,23.24259792,82.55430718
70849,1975,13.0,21.0,33.0,-1.77335,0,19.51472655,80.99554818
70850,1970,88.0,34.0,167.0,-1.32352,0,19.41162491,82.13198276
70852,1645,105.0,95.0,108.0,-1.01755,0,19.73089245,81.36622848
70853,450,27.0,21.0,34.0,0.70733,0,21.12894371,82.09443706
70855,1885,94.0,50.0,102.0,-1.25764,0,22.19331998,82.99778084
70857,110,12.0,4.0,10.0,-0.77669,0,19.72130846,81.25742246
70859,1330,49.0,35.0,91.0,-1.64185,0,19.40771805,81.21138494
70860,1590,83.0,54.0,114.0,-1.242235,0,19.14613075,82.10549483
70864,1145,70.0,59.0,81.0,-0.76484,0,19.02174181,80.92375543
70865,2750,33.0,50.0,54.0,-1.55158,0,22.7573659,82.28506085
70866,635,52.0,46.0,71.0,-0.49002,0,21.05355265,82.11252182
70868,1770,87.0,68.0,80.0,-0.25481,0,21.02561662,81.88641549
70872,1670,90.0,40.0,90.0,-1.4625,0,23.86929572,83.1223259
70875,195,23.0,22.0,71.0,-0.41528,0,21.91349576,82.89343475
70877,295,32.0,26.0,40.0,-0.21396,0,23.22295714,82.21264089
70880,990,56.0,43.0,98.0,-1.31408,0,23.1338805,82.97949179999999
70886,690,52.0,46.0,76.0,-0.65937,0,18.7819535,80.83630473
70888,50,5.0,5.0,1.0,0.58479,2,21.18436888,81.3464095
70893,305,33.0,33.0,106.0,0.88911,0,22.36478719,82.73953139
70900,515,28.0,28.0,19.0,-0.69225,0,23.34055958,82.72078370000001
70902,540,47.0,39.0,119.0,-0.36921,0,21.04829487,80.98005414
70905,2195,49.0,90.0,120.0,-1.21151,0,18.93757742,81.41445992
70908,420,43.0,19.0,33.0,-1.07974,0,21.14706872,82.33038572
70913,600,38.0,26.0,65.0,0.74141,0,21.24367431,81.61828843
70916,1385,87.0,73.0,109.0,-0.88787,0,23.29796447,82.46192262
70922,840,56.0,52.0,86.0,-0.40673,0,21.30664457,81.76805794
70932,1520,83.0,72.0,145.0,-0.77423,0,21.81496198,81.69541938
70933,1385,63.0,54.0,97.0,-0.41622,0,20.87108432,81.84184522
70937,1480,88.0,57.0,127.0,-1.295775,0,22.86001676,82.93832259999999
70938,1010,48.0,43.0,93.0,-0.63428,0,20.77971127,81.79261319
70939,50,5.0,5.0,8.0,1.336,0,22.06904248,82.09669214
70940,435,38.0,33.0,41.0,-0.72159,0,22.03042633,82.33292800000001
70941,1326,105.0,77.0,110.0,-1.03472,0,18.8473125,80.3587204
70942,1965,86.0,85.0,142.0,-1.25156,0,23.11040426,83.94230542
70943,865,75.0,63.0,180.0,-0.87776,0,22.13948161,83.08764946
70944,20,2.0,2.0,0.0,1.18692,0,23.27197402,82.59246603
70945,2565,86.0,55.0,85.0,-1.49571,0,22.99577154,83.74333712
70964,1150,78.0,67.0,108.0,-0.68578,0,21.93261596,81.31377963
70968,690,45.0,25.0,56.0,-0.99997,0,21.935196899999998,83.18036816
70971,1595,108.0,94.0,182.0,-0.98239,0,19.25322131,81.82483306
70972,365,26.0,13.0,11.0,-0.39507,0,22.12320198,83.50071599
70978,1740,65.0,50.0,90.0,-1.26371,0,23.68272192,83.49592901
70979,1540,94.0,70.0,154.0,-1.19592,0,19.72298602,81.25043406
70989,2145,99.0,56.0,56.0,-1.43931,0,18.46403589,81.79473347
71001,1530,82.0,57.0,58.0,-0.54017,0,21.26746293,81.31298831
71008,920,59.0,54.0,110.0,-0.0007,0,21.19935862,81.96444812
71013,1940,112.0,102.0,150.0,-0.94113,0,19.67648718,81.30811676
71014,1165,81.0,68.0,86.0,-0.74214,0,22.62500593,83.86795129
71017,1235,102.0,79.0,135.0,-1.09394,0,19.89629515,81.78114052
71024,2285,80.0,83.0,118.0,-0.93791,0,18.19847496,81.01216291
71026,2555,108.0,26.0,52.0,-1.62306,0,18.45118617,81.77969918
71028,950,82.0,62.0,78.0,-0.63269,2,21.73003145,81.95437595
71032,770,81.0,76.0,155.0,-0.32887,0,21.07757805,81.39440488
71033,2033,91.0,89.0,90.0,-1.16288,0,23.11507539,82.16335735
71034,1193,78.0,70.0,134.0,-0.65679,0,20.0478542,80.62290058
71041,240,22.0,18.0,26.0,0.17613,0,21.43187885,82.34407152
71042,1145,54.0,54.0,52.0,-0.79122,0,23.30366128,82.67315029
71043,1418,109.0,54.0,21.0,-1.46401,0,19.3383031,81.16953648
71044,1090,66.0,65.0,86.0,-0.23898,0,21.83232266,81.62407768
71046,1200,80.0,74.0,106.0,-0.74175,0,20.5422349,81.14577903
80007,55,11.0,11.0,14.0,0.65597,0,20.20179834,73.00115090000001
80028,45,3.0,3.0,0.0,0.87395,0,20.28132345,73.00952529
80045,1135,56.0,64.0,50.0,-0.94275,0,20.09606564,73.07923764
80047,360,23.0,23.0,79.0,0.69786,0,20.284520399999998,72.99234797
80048,1070,65.0,53.0,118.0,-1.02471,0,20.18392147,73.14453115
80050,1305,81.0,71.0,105.0,-0.73661,0,20.10611928,73.09889
80052,170,29.0,27.0,7.0,0.33454,0,20.24928969,73.00875527
80055,1590,61.0,49.0,119.0,-1.08983,0,20.13282365,73.18396695
80058,660,55.0,55.0,49.0,-0.42375,0,20.26215225,73.08842579
80062,50,5.0,5.0,16.0,0.73083,0,20.26647146,73.07874916
80079,150,14.0,14.0,13.0,0.39123,0,20.28152428,73.00860347
80086,1825,63.0,63.0,74.0,0.06724,0,20.280290100000002,73.00933978
80091,235,22.0,21.0,21.0,-0.8958550000000001,0,20.24237269,73.01969509
80100,525,21.0,21.0,14.0,0.46254,0,20.25683241,72.99252729999999
80104,135,9.0,9.0,16.0,-0.51809,0,20.24934876,73.04991199
80108,1245,74.0,72.0,71.0,-0.84975,0,20.11223028,73.13188159
80123,180,10.0,7.0,22.0,1.4002,0,20.27510993,72.99939477
80138,155,11.0,11.0,7.0,0.23576,0,20.27024793,73.02375325
90001,195,15.0,9.0,37.0,-0.38447,0,20.72370153,70.90019998
90033,320,18.0,18.0,7.0,0.21154,0,20.40594867,72.87551425
90035,20,59.0,56.0,89.0,1.05154,0,20.38724446,72.83088667
90036,770,24.0,24.0,26.0,0.34146,0,20.40993755,72.90004588
90038,295,12.0,12.0,0.0,-0.68624,0,20.40663658,72.88290571
90050,60,6.0,6.0,20.0,-0.39452,0,20.7235172,70.88768469
90051,80,4.0,4.0,10.0,0.62541,0,20.71143862,70.97792162
90059,90,30.0,27.0,60.0,0.87819,0,20.45151734,72.84797341
90063,20,4.0,4.0,0.0,0.32185,0,20.72527397,70.98583921
90083,100,5.0,5.0,0.0,1.8884,0,20.41328448,72.83992455
90095,90,5.0,5.0,0.0,0.88888,0,20.70975647,70.95938498
90100,90,12.0,12.0,9.0,1.13032,0,20.45959722,72.85863077
90101,80,9.0,9.0,16.0,0.96136,0,20.42528494,72.84025405
90105,30,6.0,6.0,12.0,1.08159,0,20.7186064,70.97711876
90115,15,1.0,1.0,0.0,0.79454,0,20.71576183,70.98345677
90139,155,19.0,19.0,5.0,0.33868,0,20.38170531,72.87799596
90155,170,8.0,8.0,0.0,-0.489865,0,20.41238726,72.89028193
90156,70,7.0,7.0,0.0,-0.67295,0,20.40194445,72.88423878
90157,211,16.0,16.0,46.0,0.43933,0,20.70833928,70.89384882
90160,40,4.0,4.0,0.0,-0.72198,0,20.71828781,70.90261638
90169,70,5.0,4.0,2.0,-0.3734,0,20.71710231,70.88141518
90172,20,1.0,1.0,0.0,0.53684,0,20.3745707,72.8276777
90175,0,18.0,18.0,29.0,0.80267,0,20.41250277,72.89494090000001
90178,45,3.0,3.0,0.0,0.98793,1,20.40251994,72.87718876
100014,25,5.0,5.0,5.0,0.15415,0,15.41650153,74.04172105
100015,110,11.0,11.0,22.0,-0.77051,0,15.667096300000003,73.92918893
100018,20,1.0,1.0,0.0,0.00466,0,15.68642952,73.72880677
100033,60,6.0,6.0,10.0,0.3107,0,15.04682461,73.99830535
100035,0,2.0,2.0,14.0,1.56467,0,15.27194939,74.18937189
100046,90,9.0,9.0,10.0,0.4021,0,15.01477748,74.21784106
100054,0,8.0,8.0,0.0,2.07017,0,15.31523407,73.99413564
100060,30,5.0,5.0,0.0,-0.7111,0,15.35606736,73.90187473
100064,0,2.0,2.0,0.0,1.56309,0,15.49232754,73.86137816
100065,0,3.0,3.0,0.0,1.84546,0,15.25575253,73.9674946
100101,87,9.0,9.0,2.0,1.89762,0,15.06995839,73.97681869
100128,100,12.0,12.0,13.0,1.136,0,15.15612223,74.07733513
100140,20,4.0,4.0,0.0,-0.41768,0,15.51761976,74.11318274
100142,175,12.0,12.0,33.0,0.60561,0,15.45001837,74.02883459
100159,15,3.0,2.0,0.0,-0.12887,0,15.13425341,73.98946931
100172,276,29.0,27.0,20.0,0.07707,0,15.09433104,74.0431607
100175,12,4.0,4.0,0.0,0.85586,0,15.26414771,74.05817432
110002,0,8.0,8.0,12.0,1.54576,0,22.74704733,72.68004972
110003,490,12.0,12.0,10.0,-1.02576,0,20.77704614,73.50206983
110004,480,26.0,26.0,60.0,0.60273,0,21.71690006,73.12413208
110005,390,13.0,13.0,41.0,-0.72963,0,21.70359625,71.07245348
110010,230,13.0,13.0,16.0,-0.30806,0,21.0261617,71.42862582
110012,900,60.0,65.0,113.0,0.79202,0,23.71340196,72.31024229
110014,2985,85.0,82.0,91.0,-0.32874,0,22.13819993,70.96976266
110015,1350,35.0,27.0,28.0,0.13571,0,21.66137308,69.89150615
110018,0,13.0,13.0,37.0,1.94763,0,23.01433901,73.07995753
110019,120,4.0,4.0,0.0,-0.69936,0,24.14940866,72.527149
110022,100,13.0,13.0,20.0,-0.41786,0,22.28746015,73.23087218
110024,300,57.0,65.0,102.0,0.19563,0,22.05458644,72.78066653
110025,30,52.0,52.0,59.0,1.08401,0,23.06369686,70.13324563
110026,225,20.0,20.0,6.0,1.17039,0,20.63157149,72.92042831
110031,795,45.0,45.0,140.0,0.55601,0,21.62467339,73.01209102
110034,250,36.0,32.0,34.0,-0.23776,0,21.9039707,73.72574504
110039,540,49.0,49.0,55.0,0.75945,0,21.75282268,73.00552221
110041,0,3.0,3.0,1.0,1.43272,0,22.2408985,73.6515156
110042,55,9.0,4.0,17.0,-1.12936,0,21.30128698,71.81769973
110045,3105,81.0,82.0,110.0,-0.70651,0,20.68097964,73.70755395
110048,2460,107.0,110.0,82.0,-0.12387,0,22.97490686,71.99963922
110050,500,27.0,27.0,45.0,0.69928,0,21.57114804,70.26735086
110051,176,14.0,14.0,21.0,-0.17574,0,23.78530588,71.65810693
110053,550,49.0,42.0,85.0,-0.58802,0,21.53164963,73.78423765
110055,1445,67.0,49.0,63.0,-0.99519,0,20.26389355,73.30379863
110058,925,44.0,30.0,67.0,-0.14741,0,23.59086785,70.64469044
110059,1380,64.0,59.0,60.0,-0.15127,0,23.55478549,73.26466511
110060,310,19.0,19.0,28.0,0.28543,0,23.71630052,72.35088043
110071,90,0.0,6.0,6.0,-0.78618,0,24.07734534,71.89211218
110080,2695,70.0,67.0,46.0,0.1602,0,21.35559538,69.88790807
110084,795,30.0,26.0,31.0,-0.8874150000000001,0,21.04653618,73.60476659
110085,2580,99.0,74.0,73.0,-1.2355,0,20.63117032,73.69934919
110087,360,12.0,12.0,15.0,1.11886,0,21.76016712,71.32965795
110092,160,10.0,14.0,13.0,0.47233,0,22.44434164,70.05540337
110100,230,11.0,11.0,7.0,0.52694,0,22.56335083,71.79300807
110103,70,9.0,9.0,19.0,0.01249,0,21.0371521,73.61400608
110104,430,42.0,42.0,50.0,1.26629,0,23.70024093,72.54557683
110110,40,3.0,3.0,0.0,1.33619,0,23.53193455,73.02098666
110115,150,16.0,16.0,52.0,-0.0453,0,22.0260758,71.70710099
110118,230,7.0,9.0,0.0,-0.7941,0,22.64199967,73.41828445
110119,985,68.0,72.0,71.0,-0.57144,0,20.3116525,73.01879708
110121,205,23.0,23.0,45.0,-0.26724,1,21.30534983,70.25448674
110122,395,43.0,38.0,45.0,0.19923,0,21.2679544,69.95754851
110125,330,37.0,37.0,44.0,0.86785,0,20.9246077,73.11603982
110127,1196,99.0,92.0,96.0,-0.52155,0,21.51020457,73.64087941
110129,295,28.0,28.0,27.0,0.7556,0,20.84606459,72.98065033
110130,70,7.0,7.0,0.0,-0.39828,0,21.90379081,73.45169575
110136,70,7.0,7.0,18.0,-0.31541,0,22.47425904,73.08326499
110137,400,8.0,8.0,12.0,0.15785,0,21.35371346,71.32386964
110138,1120,55.0,50.0,85.0,0.46175,0,20.17351773,72.76469489
110139,525,49.0,48.0,60.0,1.13962,0,23.54344145,72.44166724
110148,0,3.0,3.0,4.0,0.75272,0,23.39433684,69.18734938
110155,0,5.0,5.0,6.0,1.29828,0,22.53291362,72.71128064
110158,0,11.0,11.0,13.0,0.78919,0,23.60486604,73.33627318
110164,75,0.0,5.0,0.0,-1.33605,0,23.34908853,72.94947616
110168,1265,52.0,52.0,78.0,0.92877,0,20.76272464,73.68783598
110169,39,12.0,12.0,7.0,-0.89847,0,23.46781451,72.69690535
110178,260,15.0,15.0,43.0,-0.11213,0,21.18468776,73.30196427
110179,1060,73.0,92.0,212.0,-0.98916,0,22.82120436,74.29856272
110181,705,15.0,38.0,28.0,-1.21387,0,22.65957238,73.81709992
110182,60,9.0,9.0,27.0,1.24415,0,21.74166971,70.43750342
110185,2300,80.0,74.0,112.0,-0.151015,0,22.77607669,71.82973227
110190,420,59.0,50.0,38.0,-0.61262,0,20.26050576,72.8491272
110192,125,15.0,15.0,16.0,0.08711,0,21.30509681,72.09679235
110193,2020,47.0,43.0,26.0,-0.18525,0,22.05791588,71.38011191
110194,475,26.0,26.0,65.0,-0.34583,0,21.035726399999998,73.31342203
110198,0,4.0,4.0,2.0,1.897,0,23.01848137,72.54674809999999
110201,1050,40.0,46.0,102.0,-0.93811,0,22.99351325,72.90336699
110202,270,12.0,17.0,0.0,-0.76583,0,21.16230413,73.45902971
110204,1110,21.0,43.0,16.0,-1.3897,0,22.73805441,73.66760341
110214,470,27.0,34.0,54.0,-0.86243,0,20.7623855,73.64695631
110215,25,5.0,5.0,12.0,-0.43818,0,23.07584832,72.5884989
110218,5,1.0,0.0,0.0,-1.63005,0,21.18528181,73.61433157
110219,90,9.0,9.0,27.0,-0.48574,0,22.99651472,72.37500346
110227,135,12.0,12.0,14.0,0.04498,0,21.508216100000002,70.45812442
110230,240,14.0,14.0,0.0,-0.205345,0,21.83135659,73.06510572
110231,380,10.0,10.0,9.0,-0.26602,0,21.74975267,70.70491311
110232,160,4.0,4.0,0.0,-0.03384,0,21.62392593,69.98807590000001
110233,140,13.0,13.0,0.0,-0.9031,1,21.40743525,73.91338636
110236,320,31.0,29.0,39.0,-0.45425,0,24.58085193,72.22711548
110237,1160,61.0,64.0,94.0,-0.75236,0,20.60791025,73.73123271
110239,105,7.0,7.0,18.0,-0.34351,0,22.31563246,69.76657842
110241,70,8.0,8.0,0.0,-0.53853,0,22.5673113,72.89348195
110244,805,25.0,31.0,12.0,-0.80477,0,20.61578441,73.31987309
110246,15,3.0,3.0,0.0,0.62237,0,21.23646381,72.85500533
110247,520,28.0,28.0,2.0,0.05358,0,22.31334885,73.40299651
110249,60,5.0,5.0,0.0,0.64791,0,23.05697616,70.13183752
110259,230,12.0,12.0,4.0,-0.14760500000000001,0,21.72257272,69.77940102
110262,60,6.0,6.0,10.0,-1.14955,0,23.50721227,71.69686908
110263,0,3.0,3.0,0.0,1.00579,0,21.22161597,73.07802336
110264,690,21.0,27.0,21.0,-0.6262,0,22.76674174,71.57616003
110265,2290,40.0,38.0,27.0,-0.54747,0,21.81952178,69.63585869
110266,255,51.0,51.0,61.0,0.64101,0,20.80137221,72.98351914
110268,1340,59.0,59.0,152.0,-0.46718,0,23.16869258,72.30642637
110271,45,38.0,37.0,57.0,0.29288,0,20.66719519,73.12434128
110272,50,2.0,5.0,0.0,-0.15066,0,23.29436782,70.33879528
110280,350,17.0,17.0,29.0,-0.17587,0,20.85931876,71.27015435
110281,440,21.0,18.0,9.0,0.06684,0,23.13184982,72.74113873
110283,280,35.0,34.0,47.0,0.39336,0,22.24598698,69.65476538
110287,1200,75.0,75.0,133.0,-0.35776,0,24.1030254,72.77892483
110290,1224,95.0,75.0,109.0,-0.67005,0,21.49541091,73.76666494
110291,260,8.0,8.0,0.0,-0.22837,0,22.43972902,73.33185873
110293,870,43.0,43.0,53.0,1.15158,0,20.9267393,72.92924985
110300,945,35.0,53.0,134.0,-1.24113,0,23.24684288,73.92475349
110301,130,17.0,17.0,5.0,-0.7309,0,22.6717355,72.87494064
110302,205,11.0,11.0,16.0,-0.00986,0,21.88712157,69.61395627
110305,3525,95.0,77.0,180.0,-1.13615,0,20.73053348,73.91143783
110310,230,2.0,5.0,21.0,-1.60156,0,21.22027349,71.31697562
110311,0,6.0,6.0,0.0,1.36864,0,22.4065527,72.90452908
110316,1050,30.0,26.0,15.0,-1.0889,0,22.62322597,73.57004515
110317,130,11.0,9.0,5.0,0.17145,0,23.07405167,70.12242205
110318,3695,113.0,83.0,240.0,-0.59692,0,23.71378409,70.72520319
110319,320,37.0,31.0,27.0,0.74557,0,20.21136274,72.79338589
110327,210,16.0,13.0,30.0,0.82707,0,20.76090696,72.97164662
110329,360,26.0,4.0,33.0,-0.97766,0,21.75930124,73.50771738
110335,1405,52.0,63.0,85.0,-1.02685,0,22.6106767,74.07475126
110338,840,93.0,84.0,107.0,-0.33748,0,22.31539109,74.00649927
110339,4330,112.0,102.0,124.0,-0.50476,0,22.61356419,71.11862928
110345,1504,41.0,47.0,115.0,-1.04153,0,22.99603769,73.80022664
110346,910,28.0,28.0,34.0,0.55024,0,22.09619792,69.40924682
110347,390,17.0,17.0,23.0,0.19996,0,21.66599426,70.07388247
110351,570,9.0,19.0,110.0,-0.77292,0,24.249011,71.7539473
110352,10,2.0,0.0,0.0,-0.55951,0,23.84971181,72.11225918
110362,1425,61.0,60.0,13.0,-0.34387,0,21.18520223,70.47946036
110365,210,13.0,13.0,16.0,0.08722,0,20.94008234,72.85230529
110366,20,50.0,47.0,65.0,0.98604,0,20.47115882,72.94124569
110368,150,6.0,6.0,0.0,0.57506,0,21.48871063,71.55570417
110373,60,0.0,0.0,0.0,-1.71102,0,23.46784988,71.77814132
110374,2910,87.0,81.0,208.0,-0.54731,0,21.47646367,71.83991016
110375,240,10.0,10.0,5.0,0.07968,0,21.56438133,72.94010915
110377,1090,44.0,52.0,85.0,-0.92983,0,23.27380793,74.09501628
110378,125,5.0,5.0,0.0,-0.82322,0,22.81769927,71.75962232
110379,0,10.0,10.0,13.0,1.43873,0,22.29275432,70.75672747
110380,430,20.0,28.0,3.0,-0.08848,0,22.84217762,70.98316931
110382,625,52.0,52.0,86.0,1.0209,0,21.70950356,72.9967994
110384,1060,77.0,60.0,127.0,-0.57892,0,23.19170408,73.426487
110390,410,36.0,36.0,41.0,0.518,0,21.79001758,70.44149651
110392,325,16.0,16.0,32.0,0.65706,0,23.97090717,72.30213361
110397,70,7.0,7.0,1.0,0.00693,0,21.27195209,71.41361065
110399,145,9.0,9.0,7.0,1.31636,1,0.0,0.0
110403,3280,94.0,69.0,135.0,-1.29978,0,20.90109357,73.79018525
110404,330,8.0,8.0,0.0,-0.39302,0,23.53169101,72.69849547
110413,205,16.0,13.0,22.0,0.13442,0,22.01746616,73.6509643
110415,3855,96.0,71.0,112.0,-0.62016,0,23.63488598,70.79443273
110416,0,6.0,6.0,18.0,0.82552,0,24.39695786,71.61885228
110417,70,26.0,26.0,13.0,1.88462,0,20.765487399999998,72.98628068
110421,125,9.0,9.0,9.0,-0.38697,0,22.87296395,73.00471859
110423,1385,79.0,82.0,66.0,-0.25238,0,22.30615598,71.14109001
110427,40,4.0,4.0,13.0,0.58208,0,21.68509874,69.83234037
110430,440,34.0,34.0,56.0,0.29167,0,22.18417623,70.65547326
110431,130,17.0,17.0,22.0,0.97231,0,20.90089371,72.8138574
110435,4370,94.0,91.0,142.0,-1.34581,0,20.95456031,73.74626684
110439,781,51.0,46.0,3.0,-1.02391,0,22.02874153,73.88751352
110440,120,30.0,30.0,46.0,1.17777,0,21.68557744,72.96321691
110442,490,14.0,14.0,13.0,-0.08436,0,22.54911055,72.95459564
110443,1642,69.0,69.0,112.0,-0.2141,0,21.87077471,73.5805979
110445,820,47.0,54.0,52.0,-0.74118,0,21.45916488,73.73331913
110450,160,8.0,11.0,14.0,-1.12237,0,23.9221633,72.36515723
110451,0,4.0,4.0,18.0,1.40487,0,23.60337049,72.39253064
110454,2895,51.0,49.0,71.0,-0.81534,0,24.37174487,71.48944177
110469,205,20.0,20.0,55.0,-0.29256,0,23.35783592,72.86500517
110472,530,32.0,44.0,59.0,-1.19769,0,23.04788187,73.46953506
110473,720,41.0,41.0,88.0,-0.26093,0,20.850784,70.82066285
110474,790,54.0,49.0,89.0,-1.0398049999999999,0,20.97766367,73.62205659
110481,2205,47.0,60.0,139.0,-0.33259,0,22.80447609,71.19090789
110483,585,36.0,46.0,31.0,-0.0703,0,21.22570421,73.45608974
110488,505,29.0,29.0,46.0,0.27654,0,22.38977532,72.55125777
110490,420,7.0,7.0,36.0,0.30104,0,22.98181795,69.29106932
110491,520,29.0,24.0,27.0,0.29956,0,21.92840303,73.60018649999999
110492,805,17.0,17.0,46.0,0.35459,0,22.40186443,70.55498306
110496,880,40.0,22.0,24.0,-1.14796,0,22.56090273,74.01337881
110498,2140,73.0,62.0,95.0,0.05476,0,20.76441819,73.68498688
110502,1772,27.0,48.0,82.0,-1.11167,0,22.76498006,73.80003061
110509,40,5.0,5.0,0.0,1.14278,0,23.53955972,72.95216628
110511,40,4.0,4.0,0.0,0.15731,0,22.68308952,73.10582219
110514,110,28.0,28.0,52.0,0.90742,0,23.06623467,72.64080101
110517,60,6.0,6.0,22.0,0.56916,0,22.17279232,71.65296534
110526,50,5.0,5.0,5.0,0.42764,0,21.55331602,70.70837801
110528,120,6.0,6.0,10.0,-0.03691,0,22.66108576,73.5389277
110529,1280,75.0,75.0,125.0,-0.94903,0,22.97942778,73.78438173
110530,115,9.0,9.0,18.0,0.28137,0,22.45508479,70.07298082
110531,90,0.0,6.0,0.0,-1.67794,0,22.58451365,70.41346717
110535,1030,65.0,68.0,57.0,-0.80774,0,21.4371357,73.74965899
110538,635,66.0,62.0,71.0,-0.53158,0,21.51930874,73.96908033
110539,90,2.0,4.0,6.0,-1.195,0,23.90964662,71.85273371
110540,400,26.0,17.0,35.0,-0.08747,0,22.11332644,69.59794898
110543,180,6.0,6.0,28.0,0.00834,0,22.32169893,70.32458177
110544,0,5.0,5.0,0.0,0.92651,0,22.91505714,69.8518886
110545,0,22.0,22.0,30.0,1.1335,0,22.93440386,72.56985387
110546,50,5.0,5.0,3.0,0.4047,0,22.31858199,73.22113061
110547,800,77.0,76.0,79.0,0.92375,0,23.65083483,72.55078613
110548,0,22.0,22.0,32.0,1.36259,0,22.32045906,72.62385012
110549,30,11.0,11.0,33.0,0.39797,0,20.85049744,73.33168366
110553,215,14.0,12.0,8.0,-0.04938,0,21.26740984,73.40265327
110556,30,11.0,11.0,36.0,1.59544,0,21.12290964,73.3856647
110558,464,36.0,25.0,45.0,-0.48348,0,21.03670947,73.53460887
110559,399,37.0,38.0,86.0,-1.269995,0,22.88065201,74.02496459
110563,4310,73.0,59.0,100.0,-1.14807,0,20.83059197,73.74162097
110569,140,5.0,5.0,6.0,-0.18276,0,20.97467001,71.49969822
110580,55,23.0,23.0,31.0,1.33767,0,20.76438797,72.97934106
110581,789,36.0,34.0,42.0,-0.40209,0,21.88076322,73.69451545
110583,0,18.0,18.0,0.0,0.70894,0,20.54572788,72.90802055
110584,1990,89.0,65.0,98.0,-1.49855,0,21.71077548,73.877815
