Cluster,Access to water,Access to electricity,Acess to cellphone,Education completed,Wealth Index Factor Score,hiv blood test result,latitude,longitude
10007,99,10.0,7.0,14.0,-0.48754,0,7.016967977,93.89322639
10033,110,11.0,9.0,15.0,-0.40171,0,13.25036479,93.00510452
10040,15,3.0,3.0,11.0,-0.06029,0,12.49419331,92.85843826
10067,400,29.0,12.0,56.0,-0.90324,0,12.88036424,92.89802605
10077,515,26.0,27.0,85.0,-0.69925,0,0.0,0.0
10115,175,9.0,12.0,9.0,-0.84299,0,12.30809915,92.76462297
10122,260,14.0,14.0,36.0,0.12572,0,12.02008839,92.96105596
10127,443,36.0,29.0,63.0,-0.54738,0,0.0,0.0
10133,735,45.0,42.0,106.0,0.08783,0,11.603357,92.742856
10168,20,4.0,0.0,22.0,-0.86091,0,12.64846859,92.91330972
10183,120,0.0,4.0,1.0,-1.39264,0,6.968333317999999,93.90444997
10186,30,3.0,3.0,0.0,-0.29366,0,12.471300999999999,92.884686
10189,84,11.0,8.0,3.0,-0.84039,0,13.16324799,92.94383539
10193,20,4.0,4.0,21.0,-0.11017,0,13.135487,92.938191
10200,230,3.0,3.0,3.0,-1.56961,0,12.51534796,92.90910586
10204,233,33.0,37.0,84.0,-0.78126,0,12.82488167,92.84743044
10209,120,4.0,4.0,8.0,-0.31757,0,11.58340756,92.66912193
10213,60,3.0,3.0,3.0,-1.29054,0,10.73367614,92.57332702
20016,2170,79.0,67.0,59.0,-0.01486,0,16.40391981,81.10906706
20018,975,53.0,53.0,12.0,1.27788,0,16.90336647,80.09956086
20023,930,86.0,86.0,70.0,-0.16765,1,14.35398874,77.65880458
20028,1390,76.0,72.0,119.0,0.44975,0,13.31069178,79.58857106
20033,1575,78.0,69.0,90.0,0.21542,2,17.14129526,81.38286354
20038,410,36.0,34.0,24.0,-0.29146,0,16.81507841,81.70508877
20041,1135,89.0,86.0,83.0,0.29579,0,14.4448358,79.53808293
20044,520,79.0,78.0,55.0,-0.45017,0,14.98599062,79.63876254
20049,1160,65.0,60.0,64.0,-0.12615,0,15.63463504,77.31001512
20050,195,32.0,32.0,18.0,0.9870699999999999,0,18.10829254,83.37940478
20058,1115,71.0,71.0,97.0,0.84649,1,16.64943337,80.97491964
20060,455,69.0,64.0,140.0,-0.24348,0,13.49090576,79.69664106
20068,20,4.0,4.0,3.0,1.53074,0,17.68286796,83.19354963
20071,935,71.0,69.0,54.0,0.27078,0,16.04212393,79.72970563
20078,1535,76.0,71.0,97.0,-0.17665,0,17.8737319,82.87066707
20102,435,37.0,36.0,66.0,-0.02979,0,14.54782621,79.91571262
20108,845,88.0,63.0,112.0,-0.71686,0,18.92001019,83.48021288
20138,1135,80.0,80.0,109.0,0.29321,0,15.69156314,78.51284401
20146,440,29.0,29.0,37.0,0.86577,0,14.48445704,79.99485813
20150,970,91.0,91.0,53.0,0.36803,0,15.13087893,79.99006673
20152,296,33.0,30.0,36.0,0.89415,1,16.72064919,81.11420021
20171,1075,90.0,67.0,169.0,-0.96637,0,19.06124419,83.67644325
20173,545,73.0,62.0,95.0,0.19528,1,15.82473823,78.04950603
20188,930,48.0,41.0,63.0,0.0933,0,15.63681545,77.29097318
20190,365,43.0,43.0,24.0,1.74684,0,13.61948129,79.42087298
20194,1165,73.0,73.0,69.0,0.10815,0,15.31256933,78.3905233
20195,1420,37.0,37.0,21.0,0.50809,0,13.28277545,79.64183375
20204,860,78.0,68.0,99.0,-0.018420000000000002,0,18.36228606,83.49275519
20216,175,10.0,10.0,22.0,0.5522750000000001,2,16.95253324,82.2299009
20220,1235,112.0,102.0,72.0,-0.47597,0,15.71761477,77.4427783
20229,210,22.0,18.0,5.0,0.56851,0,15.68942531,78.44164622
20231,1550,67.0,62.0,27.0,-0.24909,0,15.89608002,80.85609364
20246,1150,84.0,78.0,36.0,0.09703,2,16.09466275,79.96755654
20248,800,54.0,54.0,108.0,-0.27623,2,18.18508415,83.16702963
20260,760,86.0,85.0,155.0,0.50127,0,13.57368204,80.05505872
20270,415,45.0,37.0,100.0,0.02739,1,18.49357784,84.09034089
20280,505,50.0,44.0,20.0,0.60886,0,16.48900322,80.6137054
20293,835,89.0,89.0,115.0,-0.4148,0,15.29966243,77.24648525
20294,700,60.0,56.0,64.0,0.2398,0,13.55841343,79.53596814
20297,920,68.0,62.0,105.0,0.024909999999999995,0,17.9829613,83.48519378
20303,360,53.0,52.0,22.0,0.49839,0,15.79136807,79.27597572
20309,40,4.0,4.0,0.0,1.54655,0,16.51290653,80.65778159
20313,440,47.0,47.0,39.0,1.22757,0,17.00650716,81.78207737
20322,0,8.0,8.0,0.0,1.7592,0,16.54509423,80.64090296
20330,1000,86.0,84.0,152.0,0.52566,0,14.63880355,79.50947204
20348,595,48.0,50.0,96.0,-0.47831,0,18.42427511,83.82134529
20352,765,46.0,46.0,117.0,1.144505,0,17.76915107,83.32293291
20354,225,26.0,20.0,25.0,0.74212,0,18.30282933,83.90434883
20355,585,47.0,42.0,54.0,0.74307,0,18.50806971,83.20974758
20356,730,64.0,61.0,54.0,0.11516,0,15.00776575,77.33673249
20359,370,45.0,40.0,76.0,0.06533,0,16.67741312,81.96753186
20361,700,53.0,48.0,35.0,0.30303,3,14.82025096,78.87820229
20374,1675,92.0,87.0,164.0,0.43672,0,15.20418846,79.77935693
20383,650,72.0,71.0,92.0,-0.12876,0,14.53174223,77.52502508
20395,1045,66.0,60.0,113.0,0.57313,0,13.38756567,78.60838365
20396,905,73.0,68.0,101.0,0.24598000000000003,0,16.70238467,81.41597906
20398,390,53.0,40.0,33.0,0.03061,0,14.46870643,80.00012256
20399,610,65.0,48.0,64.0,0.32607,0,15.16930164,79.98798709
20402,460,38.0,38.0,48.0,1.19348,0,14.14506773,79.86904504
20414,575,47.0,42.0,65.0,0.38092,0,17.56783739,82.5057642
20416,220,25.0,25.0,79.0,1.01538,0,17.73970466,83.26401332
20421,1135,79.0,78.0,131.0,-0.15671,0,18.78062987,84.45090892
20422,2195,88.0,70.0,98.0,-0.28262,0,18.62585711,83.16214246
20432,647,34.0,34.0,41.0,0.77039,0,17.71655514,83.31252246
20436,425,39.0,37.0,24.0,0.19787,0,17.07280748,82.06472135
20438,95,16.0,13.0,10.0,0.18736,0,14.41975447,79.97628835
20451,300,20.0,19.0,10.0,0.46418499999999996,1,16.95469543,82.24916435
20452,410,25.0,20.0,11.0,0.5693,0,16.8990722,81.94267943
20455,130,30.0,28.0,62.0,0.66736,0,13.56945824,78.50401114
20464,2050,61.0,59.0,55.0,0.18636,0,14.70993792,79.97162746
20482,680,50.0,41.0,51.0,0.016375,0,14.0541198,79.58688038
20491,1460,73.0,71.0,102.0,0.41854,0,16.4537872,81.68576621
20499,600,41.0,38.0,19.0,1.0902,0,14.49038991,78.81642435
20514,190,16.0,9.0,5.0,-0.83762,0,16.45056786,80.85849338
20519,1060,66.0,55.0,87.0,-0.47467,0,18.79466199,84.38252159
20520,0,47.0,47.0,61.0,0.68491,0,14.70142871,79.63635123
20531,540,63.0,54.0,60.0,0.25015,0,16.59159876,82.07412875
20540,1135,59.0,44.0,62.0,0.04606,0,15.93327736,79.06310473
20547,1300,92.0,83.0,58.0,-0.058365,0,14.39458938,78.82619574
20556,1850,64.0,45.0,72.0,-0.50609,0,18.15562031,82.73487682
20557,455,62.0,53.0,56.0,-0.4818,0,14.77555193,76.98797515
20558,820,98.0,102.0,79.0,0.76816,0,14.19915079,78.16231921
20560,875,86.0,86.0,66.0,0.94464,0,14.42365607,78.24141935
20562,220,25.0,25.0,14.0,0.8126,0,17.05493067,81.00973412
20563,680,54.0,54.0,16.0,0.0777,0,16.26685629,80.62342031
20564,250,50.0,49.0,66.0,0.7552650000000001,1,16.64785645,81.75095193
20565,310,62.0,62.0,89.0,1.15566,0,14.67426767,77.61087046
20575,1100,76.0,76.0,106.0,0.118525,0,13.54172706,78.57048977
20577,1430,94.0,88.0,123.0,0.34532,0,15.42341478,79.4956892
20580,1150,68.0,61.0,121.0,0.02487,1,16.31851968,81.06428753
20594,1215,70.0,58.0,74.0,0.39712,0,15.6192017,80.09179212
20595,145,22.0,22.0,47.0,1.412015,0,16.32211625,80.41271282
20596,765,63.0,56.0,63.0,0.18395,0,14.81585824,79.02471291
20602,280,37.0,26.0,78.0,0.2605,1,18.2619883,83.76870217
20606,1320,125.0,123.0,68.0,-0.71244,0,15.90846461,77.10515207
20610,1125,83.0,76.0,65.0,0.24513,1,16.77278196,80.46243632
20624,205,16.0,16.0,0.0,1.49212,0,16.70745994,81.10602388
20637,685,65.0,63.0,55.0,0.67686,0,16.59677448,80.52837053
20650,1135,80.0,79.0,161.0,0.85041,0,12.87670393,78.36108114
20663,550,55.0,51.0,22.0,0.40272,0,15.72204119,78.56409444
20673,315,42.0,42.0,24.0,0.837,0,14.91856225,77.99832494
20675,445,58.0,53.0,80.0,0.9957349999999999,1,14.48064879,78.82550533
20694,1205,48.0,46.0,38.0,-0.11154,0,17.13219752,82.33829422
20696,860,62.0,56.0,50.0,0.56033,1,15.24112221,78.27798091
20697,330,20.0,20.0,15.0,-0.06897,0,16.93768393,81.09018728
20711,1505,90.0,72.0,115.0,-0.0635,0,16.02629608,79.94164003
20718,940,77.0,74.0,151.0,0.48065,0,16.48427026,81.34020044
20726,270,23.0,23.0,42.0,1.24606,0,16.79221961,80.83770511
20729,760,61.0,61.0,98.0,0.57568,0,18.12116098,83.14381603
20735,405,38.0,33.0,35.0,0.13528,0,14.01364529,77.06106143
20739,505,48.0,44.0,85.0,1.00846,0,15.74288199,79.26155969
20748,10,14.0,14.0,29.0,1.30961,0,18.28443947,83.9029816
20757,690,46.0,45.0,63.0,0.15098,0,16.99269468,82.04774506
20758,70,12.0,9.0,7.0,0.87099,0,16.70691223,81.10235271
20759,285,43.0,41.0,41.0,-0.33685,0,14.93976093,77.59439185
20761,970,72.0,54.0,99.0,-0.11307,0,17.94485184,83.49971047
20762,1115,74.0,69.0,162.0,-0.37016000000000004,0,18.82687236,84.52403014
20764,825,76.0,71.0,105.0,0.0005050000000000002,0,15.04483531,77.15625548
20767,1345,79.0,79.0,75.0,1.08182,0,14.47917923,78.81505994
20768,470,48.0,45.0,61.0,1.03598,1,16.04501028,79.735085
20778,830,65.0,47.0,105.0,-0.42206,0,18.33172158,83.65392261
20780,1420,76.0,73.0,97.0,-0.09955,0,16.03027558,80.92217043
20786,435,49.0,46.0,63.0,-0.18637,0,18.54167,83.94595469
20793,1260,90.0,65.0,132.0,-1.05245,0,18.12997258,82.91908065
20800,215,35.0,35.0,89.0,1.0306,0,16.29495231,80.44707464
20802,900,72.0,68.0,111.0,-0.032535,0,15.47893583,79.12889127
20811,870,57.0,56.0,102.0,1.12477,0,13.65006781,79.50060648
20814,535,46.0,37.0,80.0,0.00432,0,17.29248288,82.14927831
20821,360,39.0,37.0,64.0,0.85673,0,15.79945507,78.03388743
20828,447,49.0,49.0,51.0,-0.24801,0,18.69289185,83.62259305
20832,770,52.0,48.0,120.0,0.43628,1,17.72905973,83.15053015
20844,311,51.0,51.0,95.0,0.60068,0,14.47575231,78.86050647
20846,505,46.0,42.0,66.0,-0.38668,0,18.5743471,84.13846423
20847,705,50.0,48.0,14.0,0.78435,0,14.44827871,78.83802489
20853,400,26.0,26.0,13.0,0.896,0,16.91872525,81.95025694
20859,1330,60.0,42.0,78.0,-0.10737,0,13.67280394,78.37337818
20860,213,56.0,54.0,111.0,1.133945,1,15.83356678,80.36130862
20861,1030,74.0,66.0,67.0,-0.02796,0,18.20847379,83.54844532
20863,345,56.0,53.0,115.0,0.27521,0,17.8675073,83.29968038
20870,610,66.0,46.0,60.0,-0.02808,0,15.996326000000002,79.76958306
20878,1070,88.0,83.0,81.0,0.54207,1,15.93130998,79.99579362
20880,570,62.0,62.0,19.0,0.82019,0,18.09425401,83.4033006
20884,1595,67.0,60.0,56.0,0.37638,0,16.2216415,80.03029964
20886,375,49.0,44.0,50.0,-0.16302,0,15.02592435,77.37943517
20893,1575,90.0,87.0,124.0,0.55884,0,16.78785253,81.50207163
20894,990,65.0,44.0,95.0,-0.29572,1,18.36179534,83.51820954
20901,246,52.0,49.0,66.0,0.22233,2,16.23056407,80.06053454
20912,955,73.0,64.0,77.0,0.54523,0,16.49264506,79.56221151
20924,1425,86.0,80.0,117.0,0.31071000000000004,0,16.18045303,80.52573588
20926,1320,107.0,82.0,139.0,-0.39262,0,17.51452668,82.07739177
20933,650,72.0,68.0,99.0,0.893425,1,14.15288569,77.81800226
20939,1010,51.0,50.0,16.0,0.36512,1,13.65296534,78.25978933
20941,870,43.0,39.0,54.0,0.45017,0,13.27593094,79.06842749
20945,240,57.0,57.0,99.0,0.27905,0,14.58472883,77.63721794
20948,900,82.0,82.0,71.0,0.56322,0,15.65929565,78.60206627
20955,305,42.0,27.0,47.0,-0.00259,0,14.0036563,80.0800684
20957,1485,86.0,86.0,68.0,0.08691,0,14.06158428,78.81845138
20966,90,11.0,11.0,18.0,1.32056,1,16.9029042,80.10216494
20970,820,92.0,92.0,161.0,0.65627,0,14.04220419,78.51890854
20975,2095,62.0,61.0,27.0,0.147015,0,14.50827862,78.35793307
30005,1685,36.0,0.0,64.0,-1.05105,0,27.4263566,92.49757895
30010,65,8.0,8.0,2.0,-1.30816,0,27.36717067,92.58968622
30011,569,30.0,26.0,35.0,-0.26772,0,28.17651833,94.61352696
30026,815,3.0,31.0,34.0,-1.61253,0,28.07856623,95.93512828
30039,1385,69.0,67.0,86.0,-0.21199,0,26.98901207,93.0228467
30043,485,28.0,23.0,33.0,-0.74819,0,27.59066862,91.89680261
30060,950,0.0,25.0,138.0,-1.58692,0,27.23919196,93.06492143
30063,35,7.0,7.0,2.0,-0.695,0,28.15144605,95.82994998
30066,50,7.0,7.0,3.0,0.29657,0,27.10230215,93.61499177
30067,270,22.0,22.0,41.0,-0.14731,0,27.12463068,95.73066845
30073,2075,64.0,83.0,126.0,-0.61814,0,27.52539416,96.14499336
30079,25,5.0,0.0,17.0,-1.03728,0,28.29177315,96.62956816
30081,90,6.0,6.0,23.0,-0.45931500000000003,0,27.00337372,95.49565994
30084,150,6.0,6.0,4.0,-0.65826,0,27.34615265,93.49844207
30093,287,16.0,0.0,14.0,-1.40256,0,28.53682607,95.22511197
30095,90,3.0,3.0,0.0,0.43693,0,28.00515735,94.20034872
30097,30,0.0,3.0,0.0,-1.18645,0,27.96633048,95.75270042
30113,175,20.0,20.0,32.0,-0.08373,0,27.61772765,91.8733921
30122,98,15.0,15.0,9.0,-0.67064,0,27.87498202,95.24679240000002
30129,120,4.0,4.0,22.0,0.35852,0,27.10329221,93.68649702
30134,60,12.0,12.0,12.0,0.52118,0,27.926232000000002,96.15298315
30152,620,14.0,39.0,79.0,-1.00158,0,27.57128206,96.03271272
30162,1390,4.0,40.0,73.0,-1.4235,0,28.12668124,95.88379861
30172,1760,56.0,45.0,124.0,-0.88267,0,28.13713888,96.61895804
30180,14,1.0,1.0,0.0,-0.91258,0,28.49455786,95.23387684
30191,280,13.0,0.0,0.0,-1.25668,0,27.52905305,91.86672164
30192,60,2.0,2.0,0.0,-0.44596,0,27.55097518,93.64021203
30199,55,11.0,8.0,2.0,-1.24636,0,27.45043011,93.14374875
30203,20,5.0,5.0,0.0,-0.53565,0,28.16246955,95.22664179
30208,220,19.0,17.0,55.0,-0.26182,0,27.54140369,91.77175061
30229,0,10.0,10.0,21.0,0.38708,0,27.14277587,93.76838201
30232,320,7.0,7.0,12.0,-0.33032,0,27.22260269,92.45984965
30234,182,27.0,14.0,21.0,-1.09646,0,28.18439392,94.11335263
30237,440,30.0,30.0,51.0,0.20157,0,27.50115011,96.23042787
30249,30,0.0,0.0,10.0,-1.538815,0,28.03962867,96.65692081
30251,365,11.0,9.0,23.0,-0.60645,0,27.79766273,96.09704012
30255,1955,45.0,79.0,146.0,-1.07012,0,27.5284473,96.14488516
30264,16,0.0,4.0,0.0,-1.24306,0,27.90411984,95.50876643
30268,65,2.0,0.0,0.0,-1.6057299999999999,0,27.30385726,92.7035586
30280,680,83.0,48.0,84.0,-0.8784,0,26.85182973,95.51505561
30296,955,54.0,36.0,49.0,-0.6602,0,27.09243533,95.43136511
30303,670,13.0,51.0,112.0,-1.000655,0,27.56813412,96.04802045
30306,40,8.0,8.0,16.0,-0.91767,0,0.0,0.0
30313,110,4.0,0.0,0.0,-0.89377,0,27.57785161,95.94577573
30315,42,6.0,6.0,0.0,-0.99163,0,28.04842619,96.48126854
30325,10,2.0,2.0,0.0,-0.09455,0,27.36462245,93.05093121
30331,25,5.0,5.0,12.0,-0.48008,0,27.35977111,92.24800221
30361,205,10.0,9.0,32.0,-1.29898,0,27.92281477,93.40625519
30368,52,8.0,8.0,15.0,-0.48080500000000004,0,27.65436773,94.63521805
30370,440,31.0,31.0,236.0,-0.04576,0,27.18845532,92.48647038
30373,795,66.0,58.0,85.0,-0.75563,0,26.821616600000002,95.28064605
30393,40,2.0,2.0,2.0,-1.1477,0,28.21785994,94.18959264
30402,520,33.0,20.0,32.0,-1.1106099999999999,0,27.21138468,95.721059
30407,3670,111.0,121.0,225.0,-0.98361,0,26.98671657,95.19963997
30413,320,26.0,26.0,66.0,0.16747,0,28.05874115,95.34819115
30424,90,9.0,5.0,14.0,-0.10807,0,27.14807966,95.67158491
30426,120,5.0,10.0,13.0,-1.44291,0,27.63807875,95.81946602
30432,239,0.0,17.0,10.0,-1.10975,0,27.81774069,96.04979581
30433,920,0.0,46.0,184.0,-1.59939,0,27.25919789,93.07085528
30435,705,43.0,45.0,100.0,-0.5474,0,27.559974600000004,96.05329506
30439,90,2.0,0.0,0.0,-1.61096,0,27.96326252,93.63569836
30463,4045,138.0,138.0,162.0,-0.63082,0,26.7311528,95.36255009999999
30467,60,0.0,12.0,23.0,-1.466275,0,27.56493058,95.99982390000001
30477,855,47.0,44.0,45.0,-0.94137,0,27.78891681,95.92200651
30496,170,7.0,0.0,21.0,-1.64396,0,27.90046051,93.34601190000001
30502,322,25.0,23.0,2.0,-0.64367,0,27.5716257,91.85462407
30518,15,3.0,3.0,0.0,-0.74399,0,28.14258935,96.54195048
30528,150,6.0,6.0,1.0,-0.64219,0,27.08592426,93.79574835
30533,840,7.0,7.0,0.0,-0.93291,0,0.0,0.0
30537,615,18.0,11.0,41.0,-0.58591,0,28.02496275,94.55508743
30548,555,43.0,34.0,35.0,-0.76559,0,26.92037176,95.4912286
30566,60,9.0,5.0,24.0,-0.76737,0,27.43287759,96.01653949
30576,15,3.0,3.0,3.0,-1.12862,0,27.73462283,95.89819678
30644,27,10.0,10.0,2.0,-0.81022,0,28.473404300000002,95.14255983
30658,355,31.0,31.0,49.0,-0.25987,0,26.886653999999997,95.40466403
30668,262,11.0,19.0,38.0,0.20778,0,27.11146461,93.71086881
30676,11,9.0,1.0,9.0,-0.10762,0,27.57894112,91.96176473
30683,32,5.0,4.0,0.0,0.19258,0,27.61298812,91.99725218
30688,1180,12.0,64.0,95.0,-1.23465,0,27.50655291,96.25924443
30691,94,13.0,13.0,25.0,-0.17305,0,27.04685122,92.59589559999999
30695,40,4.0,4.0,16.0,-0.71871,0,26.98723981,95.49921826
30700,3395,125.0,125.0,164.0,-0.47081,0,27.55630198,96.32373806
30706,68,11.0,6.0,13.0,-0.16363,0,28.79131561,94.26355519
30716,5,1.0,1.0,0.0,0.16178,0,27.54491485,93.81559011
30723,390,9.0,21.0,14.0,-1.37285,0,27.79199219,95.98103189
30724,100,10.0,5.0,23.0,-0.389195,0,27.4747868,95.90787114
30736,3510,146.0,143.0,259.0,-0.68265,0,27.01595177,95.21223407
30740,30,1.0,0.0,0.0,-1.25527,0,27.56336851,93.60182929999999
30765,25,0.0,0.0,0.0,-1.71438,0,27.36772997,93.33811336
30767,180,12.0,12.0,18.0,-0.67654,0,28.52437612,95.22949581
30796,360,33.0,26.0,53.0,-0.89873,0,28.13709678,96.59113687
30814,3,3.0,3.0,6.0,-0.00063,0,27.32776633,92.40634137
30827,360,35.0,35.0,82.0,0.00953,0,27.19155034,95.48408613
40005,1120,2.0,57.0,43.0,-0.88054,0,26.75784202,94.56875322
40011,170,0.0,5.0,19.0,-1.70722,0,26.92829074,94.16749603
40012,260,13.0,16.0,8.0,-0.66926,0,26.44335108,91.81317746
40013,105,4.0,17.0,0.0,-1.5312,0,27.29293103,95.73049499
40016,255,0.0,6.0,10.0,-1.74286,0,27.32385186,94.21596531
40022,30,3.0,3.0,0.0,0.49503,0,26.39834151,90.27984018
40030,70,7.0,7.0,5.0,-1.3255,0,0.0,0.0
40035,435,21.0,28.0,56.0,-0.53417,0,26.16466471,92.85895670000001
40040,105,3.0,5.0,4.0,-1.09017,0,27.49647107,95.10678577
40052,60,4.0,2.0,0.0,0.57938,0,26.49526479,90.70283026
40058,125,8.0,5.0,7.0,-1.26682,0,27.31374267,94.13355944
40062,10,0.0,0.0,0.0,-1.51315,1,26.5507843,90.78179901
40064,50,5.0,5.0,11.0,-0.54669,0,26.54439426,91.57608501
40065,655,46.0,42.0,45.0,-0.43561,0,26.82977755,94.56251693
40068,55,4.0,7.0,4.0,-1.06508,0,26.67346299,91.956484
40074,765,24.0,36.0,63.0,-0.6319,0,24.93690253,92.74726424
40075,823,55.0,54.0,67.0,-0.80664,0,26.28929621,93.85058137
40077,424,24.0,38.0,73.0,-1.08894,0,26.08657666,92.63498569
40080,2154,79.0,80.0,150.0,-0.61907,0,25.29616139,93.12196578
40088,645,39.0,30.0,79.0,-0.4635,0,26.6449669,94.42183907
40107,40,4.0,0.0,7.0,-0.46869,0,27.47893584,94.56396167
40116,284,12.0,20.0,48.0,-0.55259,0,26.9589156,93.79885751
40122,400,11.0,25.0,44.0,-0.96324,0,26.43933043,93.85733366
40151,1440,26.0,47.0,38.0,-0.86187,0,24.79768339,92.56775508
40154,15,0.0,3.0,0.0,-1.36703,0,26.47439025,91.12976367
40167,295,0.0,5.0,57.0,-1.5887,0,27.18166032,94.27201742
40168,40,4.0,4.0,18.0,-0.58931,0,26.79317038,94.44799788
40179,1770,52.0,66.0,118.0,-0.53172,0,26.82954097,91.81980975
40181,110,10.0,6.0,7.0,-0.54804,0,26.50089543,93.92044487
40183,90,0.0,6.0,24.0,-1.22775,0,26.33623811,90.99300503
40196,100,0.0,0.0,7.0,-1.26189,0,27.49770383,95.02017917
40202,235,14.0,9.0,58.0,-1.03313,0,26.91324502,93.78761179
40203,30,6.0,6.0,1.0,-0.8574,0,26.04481235,91.14908491
40209,1320,26.0,29.0,63.0,-0.71289,0,24.82803333,92.88761064
40210,490,31.0,47.0,35.0,-0.52935,0,24.97224215,92.67754056
40211,20,2.0,2.0,7.0,-0.88099,0,27.085293100000005,93.91445288
40215,1935,34.0,56.0,66.0,-0.86895,0,24.76579269,92.35129993
40218,20,0.0,0.0,8.0,-1.51426,0,26.21280603,92.34414494
40222,90,3.0,7.0,21.0,-1.47777,0,26.69634439,94.07551154
40224,70,7.0,7.0,16.0,0.3841,0,26.38498954,91.93145867
40225,315,16.0,23.0,18.0,-0.78965,0,26.71759752,91.76054027
40229,80,8.0,8.0,30.0,-0.61348,0,26.70110138,92.94216582
40238,360,29.0,16.0,40.0,-1.08671,0,26.23441166,93.19808578
40246,45,3.0,3.0,10.0,-0.48461,0,26.89439772,93.73689846
40250,2930,80.0,76.0,97.0,-0.40404,0,25.14020786,93.11849145
40253,330,28.0,28.0,31.0,-0.39348,0,26.68123745,94.25433497
40256,80,3.0,4.0,2.0,-0.31159,0,26.66523574,92.70568198
40265,315,0.0,14.0,33.0,-1.76021,0,27.75111198,95.10689555
40276,294,24.0,12.0,22.0,-0.96803,0,27.46062733,95.60323635
40281,420,28.0,28.0,39.0,0.66809,0,25.51331463,92.75218484
40286,30,0.0,3.0,2.0,-1.27211,0,24.56480631,92.46733022
40287,390,2.0,8.0,10.0,-1.58151,0,27.63092757,95.5122834
40291,1335,34.0,68.0,91.0,-1.25939,0,26.00551564,93.74803897
40294,30,0.0,6.0,18.0,-1.45174,0,26.38386015,92.39642245
40295,70,0.0,7.0,1.0,-1.42752,0,26.04609672,90.99808692
40306,45,4.0,9.0,14.0,-1.66793,0,26.68639333,92.76254533
40309,130,22.0,22.0,53.0,0.49049,0,25.15262072,93.02819229
40310,80,0.0,4.0,3.0,-1.33175,0,26.40169172,90.95844242
40312,40,0.0,4.0,6.0,-1.08773,0,27.55365199,94.48071032
40314,460,9.0,9.0,6.0,-0.35582,0,26.0903661,91.89160877
40316,23,11.0,8.0,4.0,-0.84504,0,26.37447742,94.09675604
40318,1075,32.0,69.0,77.0,-0.55957,0,24.39388736,92.50087524
40321,55,3.0,3.0,0.0,-0.75404,0,26.38894498,91.97279502
40324,420,14.0,7.0,25.0,-1.28861,0,27.07074312,94.65186269
40326,210,7.0,7.0,8.0,-1.32836,0,26.72309403,91.8233289
40341,420,0.0,22.0,31.0,-1.4222,0,26.53421454,90.39246019
40345,30,2.0,0.0,0.0,-0.7755,0,26.18179022,90.63426241
40346,45,0.0,0.0,0.0,-1.29041,0,27.62062878,94.76202163
40349,80,7.0,5.0,23.0,-0.6743,0,27.47290133,95.40034286
40350,20,4.0,4.0,8.0,-0.74074,0,27.28112659,95.63704385
40353,160,7.0,11.0,15.0,-0.15557,0,26.19644216,91.71811888
40362,544,40.0,48.0,62.0,-0.43422,0,24.65576227,92.32475332
40369,2220,62.0,86.0,153.0,-0.86392,0,24.65601822,92.56416274
40375,185,17.0,21.0,52.0,0.25008,0,24.67385803,92.57215136
40379,100,6.0,6.0,9.0,0.66523,0,26.198901,91.81246
40389,10,1.0,1.0,0.0,0.55665,0,26.73235565,92.09354686
40393,20,4.0,4.0,18.0,-1.13421,0,26.91806614,92.96211607
40398,390,31.0,34.0,61.0,-0.35075,0,26.36508048,94.07661168
40401,215,9.0,23.0,37.0,-1.64326,0,27.35172277,94.54367286
40402,60,0.0,0.0,2.0,-1.2849,0,27.61699664,95.54297272
40404,20,2.0,0.0,0.0,-0.83624,0,26.12628376,93.84489244
40405,840,38.0,55.0,86.0,-0.81785,0,24.73510259,92.79045662
40416,1055,20.0,70.0,96.0,-0.92434,0,24.90035328,92.81342596
40417,20,0.0,0.0,4.0,-1.68512,0,26.15475179,92.20514919
40420,140,14.0,5.0,14.0,-0.40801,0,26.85176843,91.87729209
40425,190,10.0,10.0,31.0,-0.15472,1,26.68320316,94.26897889
40426,1225,79.0,70.0,78.0,-0.70388,0,26.89418693,94.67443449
40428,20,0.0,0.0,3.0,-1.89573,0,27.89475728,95.75728062
40436,125,3.0,5.0,0.0,-1.19797,0,26.07593406,90.3660785
40449,30,3.0,3.0,6.0,0.81927,0,26.98569783,94.65262273
40452,25,2.0,3.0,9.0,-1.09777,0,26.35362579,91.52157747
40455,390,15.0,34.0,57.0,-0.73928,0,26.95373127,94.25645152
40459,710,21.0,21.0,54.0,-0.06005,0,0.0,0.0
40463,20,0.0,0.0,0.0,-1.14376,0,26.14201021,91.77791424
40466,25,0.0,0.0,2.0,-1.51842,0,26.38673878,90.76844681
40469,30,0.0,2.0,0.0,-0.93602,0,24.58317576,92.49316861
40486,80,4.0,8.0,14.0,-0.940305,0,26.96996959,93.72998655
40488,1630,8.0,69.0,135.0,-1.04097,0,24.47404875,92.61065091
40489,55,0.0,8.0,7.0,-0.97997,0,26.29002499,89.85389602
40511,1355,53.0,53.0,100.0,-0.58483,0,26.74741851,91.63858935
40525,1615,9.0,86.0,147.0,-1.01293,0,24.69524837,92.54416649
40526,40,6.0,2.0,7.0,-1.27206,0,25.5682851,89.87904619
40528,1715,72.0,63.0,88.0,-0.846225,0,25.10285629,92.84342894
40533,365,34.0,43.0,110.0,-0.6387,0,26.13506615,92.32604767
40542,365,25.0,25.0,29.0,-0.44773,0,26.05839835,90.48165859
