,id,max_light,min_light,mean_light,median_light,std_light,Cluster,Access to water,Access to electricity,Acess to cellphone,Education completed,Wealth Index Factor Score,hiv blood test result,latitude,longitude,geometry
0,10007.0,12.0,0.0,1.51,0.0,3.070814224273426,10007,99,10.0,7.0,14.0,-0.48754,0,7.016967977,93.89322639,POINT (93.89322639 7.016967977)
1,10033.0,15.0,0.0,4.62,5.0,3.9313610874606773,10033,110,11.0,9.0,15.0,-0.40171,0,13.25036479,93.00510452,POINT (93.00510452 13.25036479)
2,10040.0,7.0,0.0,1.03,0.0,2.036933970456578,10040,15,3.0,3.0,11.0,-0.06029,0,12.49419331,92.85843826,POINT (92.85843826 12.49419331)
3,10067.0,7.0,0.0,1.37,0.0,2.347999148211089,10067,400,29.0,12.0,56.0,-0.90324,0,12.88036424,92.89802605,POINT (92.89802605 12.88036424)
4,10077.0,0.0,0.0,0.0,0.0,0.0,10077,515,26.0,27.0,85.0,-0.69925,0,0.0,0.0,POINT (0 0)
5,10115.0,5.0,0.0,0.52,0.0,1.4864723340849637,10115,175,9.0,12.0,9.0,-0.84299,0,12.30809915,92.76462297,POINT (92.76462297 12.30809915)
6,10122.0,7.0,0.0,1.25,0.0,2.3254031908466968,10122,260,14.0,14.0,36.0,0.12572,0,12.02008839,92.96105596,POINT (92.96105596 12.02008839)
7,10127.0,0.0,0.0,0.0,0.0,0.0,10127,443,36.0,29.0,63.0,-0.54738,0,0.0,0.0,POINT (0 0)
8,10133.0,51.0,0.0,15.73,10.0,13.26111232137033,10133,735,45.0,42.0,106.0,0.08783,0,11.603357,92.742856,POINT (92.742856 11.603357)
9,10168.0,5.0,0.0,1.06,0.0,1.9535608513685983,10168,20,4.0,0.0,22.0,-0.86091,0,12.64846859,92.91330972,POINT (92.91330972 12.64846859)
10,10183.0,12.0,0.0,1.3,0.0,3.0380915061926625,10183,120,0.0,4.0,1.0,-1.39264,0,6.968333317999999,93.90444997,POINT (93.90444997 6.968333317999999)
11,10186.0,9.0,0.0,1.89,0.0,2.962752098978245,10186,30,3.0,3.0,0.0,-0.29366,0,12.471301,92.884686,POINT (92.884686 12.471301)
12,10189.0,5.0,0.0,1.12,0.0,2.006389792637512,10189,84,11.0,8.0,3.0,-0.84039,0,13.16324799,92.94383539,POINT (92.94383539 13.16324799)
13,10193.0,5.0,0.0,1.08,0.0,1.9883661634618512,10193,20,4.0,4.0,21.0,-0.11017,0,13.135487,92.938191,POINT (92.938191 13.135487)
14,10200.0,9.0,0.0,3.42,5.0,3.1533474277345332,10200,230,3.0,3.0,3.0,-1.56961,0,12.51534796,92.90910586,POINT (92.90910586 12.51534796)
15,10204.0,4.0,0.0,0.16,0.0,0.7838367176906171,10204,233,33.0,37.0,84.0,-0.78126,0,12.82488167,92.84743044,POINT (92.84743044 12.82488167)
16,10209.0,29.0,0.0,6.04,6.0,5.201768929892984,10209,120,4.0,4.0,8.0,-0.31757,0,11.58340756,92.66912193,POINT (92.66912193 11.58340756)
17,10213.0,6.0,0.0,2.01,0.0,2.5278251521812183,10213,60,3.0,3.0,3.0,-1.29054,0,10.73367614,92.57332702,POINT (92.57332702 10.73367614)
18,20016.0,17.0,7.0,10.25,9.0,2.8155816450602176,20016,2170,79.0,67.0,59.0,-0.01486,0,16.40391981,81.10906706,POINT (81.10906706 16.40391981)
19,20018.0,44.0,10.0,25.09,24.5,10.070844055986568,20018,975,53.0,53.0,12.0,1.27788,0,16.90336647,80.09956086,POINT (80.09956086 16.90336647)
20,20023.0,15.0,0.0,5.61,6.0,2.76005434729101,20023,930,86.0,86.0,70.0,-0.16765,1,14.35398874,77.65880458,POINT (77.65880458 14.35398874)
21,20028.0,28.0,7.0,14.55,13.0,5.448623679425842,20028,1390,76.0,72.0,119.0,0.44975,0,13.31069178,79.58857106,POINT (79.58857106 13.31069178)
22,20033.0,16.0,6.0,8.85,8.0,2.15580611373101,20033,1575,78.0,69.0,90.0,0.21542,2,17.14129526,81.38286354,POINT (81.38286354 17.14129526)
23,20038.0,27.0,8.0,11.65,11.0,3.536594407053204,20038,410,36.0,34.0,24.0,-0.29146,0,16.81507841,81.70508877,POINT (81.70508877 16.81507841)
24,20041.0,6.0,0.0,4.38,5.0,1.8803191218513946,20041,1135,89.0,86.0,83.0,0.29579,0,14.4448358,79.53808293,POINT (79.53808293 14.4448358)
25,20044.0,7.0,4.0,5.34,5.0,0.6666333324999583,20044,520,79.0,78.0,55.0,-0.45017,0,14.98599062,79.63876254,POINT (79.63876254 14.98599062)
26,20049.0,56.0,5.0,16.35,9.0,14.231215689462374,20049,1160,65.0,60.0,64.0,-0.12615,0,15.63463504,77.31001512,POINT (77.31001512 15.63463504)
27,20050.0,59.0,6.0,25.03,20.0,16.229882932418214,20050,195,32.0,32.0,18.0,0.98707,0,18.10829254,83.37940478,POINT (83.37940478 18.10829254)
28,20058.0,35.0,8.0,18.99,17.5,5.989148520449297,20058,1115,71.0,71.0,97.0,0.84649,1,16.64943337,80.97491964,POINT (80.97491964 16.64943337)
29,20060.0,13.0,0.0,5.19,5.5,3.740842151173984,20060,455,69.0,64.0,140.0,-0.24348,0,13.49090576,79.69664106,POINT (79.69664106 13.49090576)
30,20068.0,63.0,39.0,59.16,60.0,4.507149875475632,20068,20,4.0,4.0,3.0,1.53074,0,17.68286796,83.19354963,POINT (83.19354963 17.68286796)
31,20071.0,49.0,6.0,16.56,11.5,11.639003393761856,20071,935,71.0,69.0,54.0,0.27078,0,16.04212393,79.72970563,POINT (79.72970563 16.04212393)
32,20078.0,13.0,7.0,9.13,9.0,1.24623432788541,20078,1535,76.0,71.0,97.0,-0.17665,0,17.8737319,82.87066707,POINT (82.87066707 17.8737319)
33,20102.0,43.0,7.0,18.05,16.0,9.044749858343238,20102,435,37.0,36.0,66.0,-0.02979,0,14.54782621,79.91571262,POINT (79.91571262 14.54782621)
34,20108.0,6.0,0.0,2.83,5.0,2.573149820744995,20108,845,88.0,63.0,112.0,-0.71686,0,18.92001019,83.48021288,POINT (83.48021288 18.92001019)
35,20138.0,16.0,5.0,6.91,6.0,2.0054675265383883,20138,1135,80.0,80.0,109.0,0.29321,0,15.69156314,78.51284401,POINT (78.51284401 15.69156314)
36,20146.0,63.0,19.0,43.73,45.0,14.798550604704502,20146,440,29.0,29.0,37.0,0.86577,0,14.48445704,79.99485813,POINT (79.99485813 14.48445704)
37,20150.0,16.0,5.0,7.67,7.0,2.5497254754188736,20150,970,91.0,91.0,53.0,0.36803,0,15.13087893,79.99006673,POINT (79.99006673 15.13087893)
38,20152.0,61.0,8.0,29.6,25.0,15.685662242952956,20152,296,33.0,30.0,36.0,0.89415,1,16.72064919,81.11420021,POINT (81.11420021 16.72064919)
39,20171.0,0.0,0.0,0.0,0.0,0.0,20171,1075,90.0,67.0,169.0,-0.96637,0,19.06124419,83.67644325,POINT (83.67644325 19.06124419)
40,20173.0,62.0,10.0,41.99,43.0,16.168794018107846,20173,545,73.0,62.0,95.0,0.19528,1,15.82473823,78.04950603,POINT (78.04950603 15.82473823)
41,20188.0,56.0,5.0,19.77,14.0,14.80125332530999,20188,930,48.0,41.0,63.0,0.0933,0,15.63681545,77.29097318,POINT (77.29097318 15.63681545)
42,20190.0,63.0,17.0,48.44,54.0,14.474335908773154,20190,365,43.0,43.0,24.0,1.74684,0,13.61948129,79.42087298,POINT (79.42087298 13.61948129)
43,20194.0,7.0,0.0,5.61,6.0,1.4414922823241196,20194,1165,73.0,73.0,69.0,0.10815,0,15.31256933,78.3905233,POINT (78.3905233 15.31256933)
44,20195.0,20.0,7.0,9.91,10.0,2.1729933271871777,20195,1420,37.0,37.0,21.0,0.50809,0,13.28277545,79.64183375,POINT (79.64183375 13.28277545)
45,20204.0,9.0,0.0,5.87,6.0,1.4258681565979374,20204,860,78.0,68.0,99.0,-0.01842,0,18.36228606,83.49275519,POINT (83.49275519 18.36228606)
46,20216.0,63.0,8.0,41.8,46.5,17.86896751354146,20216,175,10.0,10.0,22.0,0.5522750000000001,2,16.95253324,82.2299009,POINT (82.2299009 16.95253324)
47,20220.0,28.0,0.0,5.92,6.0,4.47365622282267,20220,1235,112.0,102.0,72.0,-0.47597,0,15.71761477,77.4427783,POINT (77.4427783 15.71761477)
48,20229.0,32.0,0.0,10.85,9.0,7.243445312832837,20229,210,22.0,18.0,5.0,0.56851,0,15.68942531,78.44164622,POINT (78.44164622 15.68942531)
49,20231.0,8.0,0.0,4.76,6.0,2.4984795376388416,20231,1550,67.0,62.0,27.0,-0.24909,0,15.89608002,80.85609364,POINT (80.85609364 15.89608002)
50,20246.0,11.0,5.0,7.66,8.0,1.4157683426323673,20246,1150,84.0,78.0,36.0,0.09703,2,16.09466275,79.96755654,POINT (79.96755654 16.09466275)
51,20248.0,7.0,0.0,4.11,5.5,2.671684861655655,20248,800,54.0,54.0,108.0,-0.27623,2,18.18508415,83.16702963,POINT (83.16702963 18.18508415)
52,20260.0,30.0,0.0,14.68,15.5,7.813936267976595,20260,760,86.0,85.0,155.0,0.50127,0,13.57368204,80.05505872,POINT (80.05505872 13.57368204)
53,20270.0,9.0,5.0,6.95,7.0,1.1346805717910218,20270,415,45.0,37.0,100.0,0.02739,1,18.49357784,84.09034089,POINT (84.09034089 18.49357784)
54,20280.0,63.0,15.0,50.03,52.0,13.262318801778216,20280,505,50.0,44.0,20.0,0.60886,0,16.48900322,80.6137054,POINT (80.6137054 16.48900322)
55,20293.0,8.0,0.0,2.38,0.0,2.9791945220142977,20293,835,89.0,89.0,115.0,-0.4148,0,15.29966243,77.24648525,POINT (77.24648525 15.29966243)
56,20294.0,22.0,5.0,11.37,11.0,3.6950101488358595,20294,700,60.0,56.0,64.0,0.2398,0,13.55841343,79.53596814,POINT (79.53596814 13.55841343)
57,20297.0,19.0,5.0,8.87,8.0,2.8307419522097033,20297,920,68.0,62.0,105.0,0.0249099999999999,0,17.9829613,83.48519378,POINT (83.48519378 17.9829613)
58,20303.0,30.0,4.0,8.31,6.0,5.0550865472314115,20303,360,53.0,52.0,22.0,0.49839,0,15.79136807,79.27597572,POINT (79.27597572 15.79136807)
59,20309.0,63.0,21.0,57.14,61.5,9.172807639975888,20309,40,4.0,4.0,0.0,1.54655,0,16.51290653,80.65778159,POINT (80.65778159 16.51290653)
60,20313.0,62.0,11.0,41.48,41.0,13.884869462836154,20313,440,47.0,47.0,39.0,1.22757,0,17.00650716,81.78207737,POINT (81.78207737 17.00650716)
61,20322.0,63.0,15.0,49.73,59.0,16.034247721673754,20322,0,8.0,8.0,0.0,1.7592,0,16.54509423,80.64090296,POINT (80.64090296 16.54509423)
62,20330.0,7.0,0.0,4.3,5.0,2.211334438749598,20330,1000,86.0,84.0,152.0,0.52566,0,14.63880355,79.50947204,POINT (79.50947204 14.63880355)
63,20348.0,12.0,6.0,7.61,7.0,1.6786601800245338,20348,595,48.0,50.0,96.0,-0.47831,0,18.42427511,83.82134529,POINT (83.82134529 18.42427511)
64,20352.0,63.0,10.0,44.93,48.5,16.04509582395817,20352,765,46.0,46.0,117.0,1.144505,0,17.76915107,83.32293291,POINT (83.32293291 17.76915107)
65,20354.0,58.0,9.0,25.26,22.0,14.07950283213154,20354,225,26.0,20.0,25.0,0.74212,0,18.30282933,83.90434883,POINT (83.90434883 18.30282933)
66,20355.0,19.0,0.0,7.37,7.0,4.237109864046482,20355,585,47.0,42.0,54.0,0.74307,0,18.50806971,83.20974758,POINT (83.20974758 18.50806971)
67,20356.0,10.0,0.0,6.89,8.0,2.420309897513126,20356,730,64.0,61.0,54.0,0.11516,0,15.00776575,77.33673249,POINT (77.33673249 15.00776575)
68,20359.0,10.0,5.0,7.58,8.0,1.3204544672195253,20359,370,45.0,40.0,76.0,0.06533,0,16.67741312,81.96753186,POINT (81.96753186 16.67741312)
69,20361.0,10.0,0.0,3.75,5.0,3.5053530492662217,20361,700,53.0,48.0,35.0,0.30303,3,14.82025096,78.87820229,POINT (78.87820229 14.82025096)
70,20374.0,9.0,0.0,5.53,6.0,1.6459343850834396,20374,1675,92.0,87.0,164.0,0.43672,0,15.20418846,79.77935693,POINT (79.77935693 15.20418846)
71,20383.0,8.0,0.0,4.3,6.0,2.747726332806817,20383,650,72.0,71.0,92.0,-0.12876,0,14.53174223,77.52502508,POINT (77.52502508 14.53174223)
72,20395.0,36.0,5.0,10.26,7.0,7.035083510520683,20395,1045,66.0,60.0,113.0,0.57313,0,13.38756567,78.60838365,POINT (78.60838365 13.38756567)
73,20396.0,17.0,0.0,6.9,7.0,3.71887079635741,20396,905,73.0,68.0,101.0,0.24598,0,16.70238467,81.41597906,POINT (81.41597906 16.70238467)
74,20398.0,63.0,19.0,48.42,52.5,13.423248489095329,20398,390,53.0,40.0,33.0,0.03061,0,14.46870643,80.00012256,POINT (80.00012256 14.46870643)
75,20399.0,16.0,5.0,8.52,7.0,2.9647259569815216,20399,610,65.0,48.0,64.0,0.32607,0,15.16930164,79.98798709,POINT (79.98798709 15.16930164)
76,20402.0,53.0,6.0,18.59,12.0,12.618316052469126,20402,460,38.0,38.0,48.0,1.19348,0,14.14506773,79.86904504,POINT (79.86904504 14.14506773)
77,20414.0,8.0,5.0,6.26,6.0,0.8321057625085887,20414,575,47.0,42.0,65.0,0.38092,0,17.56783739,82.5057642,POINT (82.5057642 17.56783739)
78,20416.0,63.0,29.0,57.41,62.0,9.038910332556684,20416,220,25.0,25.0,79.0,1.01538,0,17.73970466,83.26401332,POINT (83.26401332 17.73970466)
79,20421.0,28.0,4.0,8.67,6.0,6.025039418958186,20421,1135,79.0,78.0,131.0,-0.15671,0,18.78062987,84.45090892,POINT (84.45090892 18.78062987)
80,20422.0,6.0,0.0,2.93,5.0,2.558339305096179,20422,2195,88.0,70.0,98.0,-0.28262,0,18.62585711,83.16214246,POINT (83.16214246 18.62585711)
81,20432.0,63.0,11.0,52.68,60.5,14.886154641142218,20432,647,34.0,34.0,41.0,0.77039,0,17.71655514,83.31252246,POINT (83.31252246 17.71655514)
82,20436.0,27.0,7.0,10.51,9.0,3.9204464031536,20436,425,39.0,37.0,24.0,0.19787,0,17.07280748,82.06472135,POINT (82.06472135 17.07280748)
83,20438.0,63.0,12.0,45.5,51.0,16.27851344564362,20438,95,16.0,13.0,10.0,0.18736,0,14.41975447,79.97628835,POINT (79.97628835 14.41975447)
84,20451.0,63.0,8.0,47.6,54.0,15.598717896032351,20451,300,20.0,19.0,10.0,0.4641849999999999,1,16.95469543,82.24916435,POINT (82.24916435 16.95469543)
85,20452.0,33.0,13.0,20.1,19.0,4.676537180435969,20452,410,25.0,20.0,11.0,0.5693,0,16.8990722,81.94267943,POINT (81.94267943 16.8990722)
86,20455.0,59.0,6.0,24.62,21.0,14.863902583103805,20455,130,30.0,28.0,62.0,0.66736,0,13.56945824,78.50401114,POINT (78.50401114 13.56945824)
87,20464.0,18.0,5.0,8.23,8.0,2.226454580717963,20464,2050,61.0,59.0,55.0,0.18636,0,14.70993792,79.97162746,POINT (79.97162746 14.70993792)
88,20482.0,8.0,5.0,6.48,6.0,0.8182909018191513,20482,680,50.0,41.0,51.0,0.016375,0,14.0541198,79.58688038,POINT (79.58688038 14.0541198)
89,20491.0,35.0,6.0,14.19,11.0,7.435986820859757,20491,1460,73.0,71.0,102.0,0.41854,0,16.4537872,81.68576621,POINT (81.68576621 16.4537872)
90,20499.0,63.0,7.0,32.64,28.0,18.455091438407994,20499,600,41.0,38.0,19.0,1.0902,0,14.49038991,78.81642435,POINT (78.81642435 14.49038991)
91,20514.0,16.0,8.0,12.21,12.0,1.7736685146892583,20514,190,16.0,9.0,5.0,-0.83762,0,16.45056786,80.85849338,POINT (80.85849338 16.45056786)
92,20519.0,28.0,0.0,7.25,5.0,6.3724014311717685,20519,1060,66.0,55.0,87.0,-0.47467,0,18.79466199,84.38252159,POINT (84.38252159 18.79466199)
93,20520.0,12.0,0.0,5.73,5.0,1.488992948270743,20520,0,47.0,47.0,61.0,0.68491,0,14.70142871,79.63635123,POINT (79.63635123 14.70142871)
94,20531.0,14.0,7.0,9.32,9.0,1.4413882197381798,20531,540,63.0,54.0,60.0,0.25015,0,16.59159876,82.07412875,POINT (82.07412875 16.59159876)
95,20540.0,15.0,0.0,4.01,0.0,4.8155892681996875,20540,1135,59.0,44.0,62.0,0.04606,0,15.93327736,79.06310473,POINT (79.06310473 15.93327736)
96,20547.0,22.0,0.0,9.17,9.0,5.59295092057851,20547,1300,92.0,83.0,58.0,-0.058365,0,14.39458938,78.82619574,POINT (78.82619574 14.39458938)
97,20556.0,5.0,0.0,0.75,0.0,1.7853571071357126,20556,1850,64.0,45.0,72.0,-0.50609,0,18.15562031,82.73487682,POINT (82.73487682 18.15562031)
98,20557.0,7.0,0.0,3.58,5.0,2.8466822794263495,20557,455,62.0,53.0,56.0,-0.4818,0,14.77555193,76.98797515,POINT (76.98797515 14.77555193)
99,20558.0,9.0,0.0,2.86,0.0,3.130559055504304,20558,820,98.0,102.0,79.0,0.76816,0,14.19915079,78.16231921,POINT (78.16231921 14.19915079)
100,20560.0,37.0,5.0,13.84,11.0,8.390137066818395,20560,875,86.0,86.0,66.0,0.94464,0,14.42365607,78.24141935,POINT (78.24141935 14.42365607)
101,20562.0,22.0,0.0,8.44,8.0,5.257984404693493,20562,220,25.0,25.0,14.0,0.8126,0,17.05493067,81.00973412,POINT (81.00973412 17.05493067)
102,20563.0,61.0,10.0,25.87,20.0,14.191303675138517,20563,680,54.0,54.0,16.0,0.0777,0,16.26685629,80.62342031,POINT (80.62342031 16.26685629)
103,20564.0,17.0,7.0,10.76,10.0,2.3286047324524617,20564,250,50.0,49.0,66.0,0.7552650000000001,1,16.64785645,81.75095193,POINT (81.75095193 16.64785645)
104,20565.0,63.0,13.0,41.61,42.5,15.905278997867343,20565,310,62.0,62.0,89.0,1.15566,0,14.67426767,77.61087046,POINT (77.61087046 14.67426767)
105,20575.0,32.0,5.0,9.33,7.0,6.015072734389835,20575,1100,76.0,76.0,106.0,0.118525,0,13.54172706,78.57048977,POINT (78.57048977 13.54172706)
106,20577.0,26.0,0.0,8.28,6.0,6.63035443999791,20577,1430,94.0,88.0,123.0,0.34532,0,15.42341478,79.4956892,POINT (79.4956892 15.42341478)
107,20580.0,15.0,7.0,9.32,9.0,1.8214280112043957,20580,1150,68.0,61.0,121.0,0.02487,1,16.31851968,81.06428753,POINT (81.06428753 16.31851968)
108,20594.0,11.0,7.0,9.08,9.0,1.0166612021711066,20594,1215,70.0,58.0,74.0,0.39712,0,15.6192017,80.09179212,POINT (80.09179212 15.6192017)
109,20595.0,63.0,12.0,45.31,48.5,16.694127710066194,20595,145,22.0,22.0,47.0,1.412015,0,16.32211625,80.41271282,POINT (80.41271282 16.32211625)
110,20596.0,6.0,0.0,3.95,5.0,2.2466641938660974,20596,765,63.0,56.0,63.0,0.18395,0,14.81585824,79.02471291,POINT (79.02471291 14.81585824)
111,20602.0,14.0,6.0,7.86,7.0,1.954584354792599,20602,280,37.0,26.0,78.0,0.2605,1,18.2619883,83.76870217,POINT (83.76870217 18.2619883)
112,20606.0,9.0,5.0,6.47,6.0,1.0144456614328832,20606,1320,125.0,123.0,68.0,-0.71244,0,15.90846461,77.10515207,POINT (77.10515207 15.90846461)
113,20610.0,11.0,0.0,6.73,8.0,2.99284145921564,20610,1125,83.0,76.0,65.0,0.24513,1,16.77278196,80.46243632,POINT (80.46243632 16.77278196)
114,20624.0,61.0,9.0,30.82,27.5,15.266551673511607,20624,205,16.0,16.0,0.0,1.49212,0,16.70745994,81.10602388,POINT (81.10602388 16.70745994)
115,20637.0,59.0,7.0,30.48,29.0,14.318156305893577,20637,685,65.0,63.0,55.0,0.67686,0,16.59677448,80.52837053,POINT (80.52837053 16.59677448)
116,20650.0,13.0,8.0,9.91,9.0,1.5039614356757955,20650,1135,80.0,79.0,161.0,0.85041,0,12.87670393,78.36108114,POINT (78.36108114 12.87670393)
117,20663.0,13.0,0.0,5.5,6.0,3.6207733980463344,20663,550,55.0,51.0,22.0,0.40272,0,15.72204119,78.56409444,POINT (78.56409444 15.72204119)
118,20673.0,61.0,9.0,28.91,25.5,14.952655282591115,20673,315,42.0,42.0,24.0,0.837,0,14.91856225,77.99832494,POINT (77.99832494 14.91856225)
119,20675.0,63.0,8.0,36.28,37.5,16.751167123517096,20675,445,58.0,53.0,80.0,0.995735,1,14.48064879,78.82550533,POINT (78.82550533 14.48064879)
120,20694.0,14.0,5.0,8.44,8.0,2.1228283020536542,20694,1205,48.0,46.0,38.0,-0.11154,0,17.13219752,82.33829422,POINT (82.33829422 17.13219752)
121,20696.0,18.0,0.0,5.2,6.0,4.608687448721165,20696,860,62.0,56.0,50.0,0.56033,1,15.24112221,78.27798091,POINT (78.27798091 15.24112221)
122,20697.0,9.0,0.0,6.36,7.0,2.137849386650051,20697,330,20.0,20.0,15.0,-0.06897,0,16.93768393,81.09018728,POINT (81.09018728 16.93768393)
123,20711.0,10.0,5.0,6.82,7.0,1.267911668847637,20711,1505,90.0,72.0,115.0,-0.0635,0,16.02629608,79.94164003,POINT (79.94164003 16.02629608)
124,20718.0,17.0,6.0,8.6,7.0,2.383275057562597,20718,940,77.0,74.0,151.0,0.48065,0,16.48427026,81.34020044,POINT (81.34020044 16.48427026)
125,20726.0,38.0,6.0,14.96,12.0,8.410612343937865,20726,270,23.0,23.0,42.0,1.24606,0,16.79221961,80.83770511,POINT (80.83770511 16.79221961)
126,20729.0,16.0,0.0,7.82,7.0,3.153981610599529,20729,760,61.0,61.0,98.0,0.57568,0,18.12116098,83.14381603,POINT (83.14381603 18.12116098)
127,20735.0,8.0,5.0,6.35,6.0,0.6224949798994366,20735,405,38.0,33.0,35.0,0.13528,0,14.01364529,77.06106143,POINT (77.06106143 14.01364529)
128,20739.0,44.0,5.0,15.73,11.0,9.805972669755917,20739,505,48.0,44.0,85.0,1.00846,0,15.74288199,79.26155969,POINT (79.26155969 15.74288199)
129,20748.0,58.0,6.0,24.39,20.0,14.743062775420855,20748,10,14.0,14.0,29.0,1.30961,0,18.28443947,83.9029816,POINT (83.9029816 18.28443947)
130,20757.0,13.0,6.0,10.13,10.0,1.6410667262485092,20757,690,46.0,45.0,63.0,0.15098,0,16.99269468,82.04774506,POINT (82.04774506 16.99269468)
131,20758.0,61.0,8.0,31.32,28.0,14.937121543322863,20758,70,12.0,9.0,7.0,0.87099,0,16.70691223,81.10235271,POINT (81.10235271 16.70691223)
132,20759.0,22.0,5.0,11.51,10.5,4.337038159850568,20759,285,43.0,41.0,41.0,-0.33685,0,14.93976093,77.59439185,POINT (77.59439185 14.93976093)
133,20761.0,20.0,0.0,8.37,7.5,5.191637506606177,20761,970,72.0,54.0,99.0,-0.11307,0,17.94485184,83.49971047,POINT (83.49971047 17.94485184)
134,20762.0,6.0,0.0,3.92,5.0,2.4358981916328113,20762,1115,74.0,69.0,162.0,-0.37016,0,18.82687236,84.52403014,POINT (84.52403014 18.82687236)
135,20764.0,14.0,0.0,6.61,7.0,3.781256404953253,20764,825,76.0,71.0,105.0,0.000505,0,15.04483531,77.15625548,POINT (77.15625548 15.04483531)
136,20767.0,63.0,8.0,34.93,35.0,17.363902211196656,20767,1345,79.0,79.0,75.0,1.08182,0,14.47917923,78.81505994,POINT (78.81505994 14.47917923)
137,20768.0,49.0,6.0,16.56,11.5,11.639003393761856,20768,470,48.0,45.0,61.0,1.03598,1,16.04501028,79.735085,POINT (79.735085 16.04501028)
138,20778.0,6.0,5.0,5.45,5.0,0.49749371855331,20778,830,65.0,47.0,105.0,-0.42206,0,18.33172158,83.65392261,POINT (83.65392261 18.33172158)
139,20780.0,23.0,5.0,13.43,13.0,4.252657992361954,20780,1420,76.0,73.0,97.0,-0.09955,0,16.03027558,80.92217043,POINT (80.92217043 16.03027558)
140,20786.0,7.0,0.0,5.0,5.0,1.51657508881031,20786,435,49.0,46.0,63.0,-0.18637,0,18.54167,83.94595469,POINT (83.94595469 18.54167)
141,20793.0,0.0,0.0,0.0,0.0,0.0,20793,1260,90.0,65.0,132.0,-1.05245,0,18.12997258,82.91908065,POINT (82.91908065 18.12997258)
142,20800.0,63.0,15.0,50.82,56.0,13.7959269351501,20800,215,35.0,35.0,89.0,1.0306,0,16.29495231,80.44707464,POINT (80.44707464 16.29495231)
143,20802.0,7.0,0.0,4.89,5.0,1.7314444836609688,20802,900,72.0,68.0,111.0,-0.032535,0,15.47893583,79.12889127,POINT (79.12889127 15.47893583)
144,20811.0,54.0,10.0,32.28,32.0,11.186670639649673,20811,870,57.0,56.0,102.0,1.12477,0,13.65006781,79.50060648,POINT (79.50060648 13.65006781)
145,20814.0,20.0,5.0,9.31,8.0,3.65976775219412,20814,535,46.0,37.0,80.0,0.00432,0,17.29248288,82.14927831,POINT (82.14927831 17.29248288)
146,20821.0,62.0,9.0,39.31,39.5,17.53949543173919,20821,360,39.0,37.0,64.0,0.85673,0,15.79945507,78.03388743,POINT (78.03388743 15.79945507)
147,20828.0,8.0,0.0,4.08,5.0,2.8378865375486737,20828,447,49.0,49.0,51.0,-0.24801,0,18.69289185,83.62259305,POINT (83.62259305 18.69289185)
148,20832.0,63.0,11.0,32.9,31.0,17.804774640528308,20832,770,52.0,48.0,120.0,0.43628,1,17.72905973,83.15053015,POINT (83.15053015 17.72905973)
149,20844.0,63.0,9.0,31.84,29.5,17.272359421920328,20844,311,51.0,51.0,95.0,0.60068,0,14.47575231,78.86050647,POINT (78.86050647 14.47575231)
150,20846.0,11.0,0.0,4.36,5.0,2.9275245515622923,20846,505,46.0,42.0,66.0,-0.38668,0,18.5743471,84.13846423,POINT (84.13846423 18.5743471)
151,20847.0,63.0,7.0,34.76,32.5,17.2244709642996,20847,705,50.0,48.0,14.0,0.78435,0,14.44827871,78.83802489,POINT (78.83802489 14.44827871)
152,20853.0,27.0,12.0,18.84,18.0,3.5853033344474494,20853,400,26.0,26.0,13.0,0.896,0,16.91872525,81.95025694,POINT (81.95025694 16.91872525)
153,20859.0,7.0,0.0,5.17,5.5,1.6495757030218405,20859,1330,60.0,42.0,78.0,-0.10737,0,13.67280394,78.37337818,POINT (78.37337818 13.67280394)
154,20860.0,56.0,7.0,26.9,25.0,14.211614968046383,20860,213,56.0,54.0,111.0,1.133945,1,15.83356678,80.36130862,POINT (80.36130862 15.83356678)
155,20861.0,8.0,5.0,5.6,6.0,0.6164414002968976,20861,1030,74.0,66.0,67.0,-0.02796,0,18.20847379,83.54844532,POINT (83.54844532 18.20847379)
156,20863.0,29.0,6.0,9.02,8.0,3.082142112232984,20863,345,56.0,53.0,115.0,0.27521,0,17.8675073,83.29968038,POINT (83.29968038 17.8675073)
157,20870.0,31.0,5.0,8.14,6.0,5.217317318315995,20870,610,66.0,46.0,60.0,-0.02808,0,15.996326000000002,79.76958306,POINT (79.76958306 15.996326000000002)
158,20878.0,9.0,6.0,6.94,7.0,0.7186097689288672,20878,1070,88.0,83.0,81.0,0.54207,1,15.93130998,79.99579362,POINT (79.99579362 15.93130998)
159,20880.0,59.0,7.0,26.29,22.0,15.81030992738599,20880,570,62.0,62.0,19.0,0.82019,0,18.09425401,83.4033006,POINT (83.4033006 18.09425401)
160,20884.0,58.0,7.0,23.82,17.0,15.189061853847326,20884,1595,67.0,60.0,56.0,0.37638,0,16.2216415,80.03029964,POINT (80.03029964 16.2216415)
161,20886.0,11.0,0.0,5.59,6.0,3.47590276043505,20886,375,49.0,44.0,50.0,-0.16302,0,15.02592435,77.37943517,POINT (77.37943517 15.02592435)
162,20893.0,52.0,6.0,17.15,11.0,12.892924416128405,20893,1575,90.0,87.0,124.0,0.55884,0,16.78785253,81.50207163,POINT (81.50207163 16.78785253)
163,20894.0,11.0,0.0,5.04,5.0,2.0732583051805196,20894,990,65.0,44.0,95.0,-0.29572,1,18.36179534,83.51820954,POINT (83.51820954 18.36179534)
